date,AAPL,Return,42d,252d,Mov_Vol
1990-02-01,7.86,0.0,,,
1990-02-02,8.0,0.0176549352387,,,
1990-02-05,8.18,0.0222506089348,,,
1990-02-06,8.12,-0.00736199644107,,,
1990-02-07,7.77,-0.044059989794,,,
1990-02-08,7.71,-0.00775197680432,,,
1990-02-09,8.0,0.0369233541046,,,
1990-02-12,7.94,-0.00752826642079,,,
1990-02-13,8.06,0.0150002812595,,,
1990-02-14,8.0,-0.0074720148387,,,
1990-02-15,8.0,0.0,,,
1990-02-16,7.91,-0.0113137599003,,,
1990-02-20,7.85,-0.00761424998525,,,
1990-02-21,7.97,0.0151709610078,,,
1990-02-22,7.73,-0.0305756302028,,,
1990-02-23,7.79,0.00773199728333,,,
1990-02-26,7.97,0.0228436329195,,,
1990-02-27,7.85,-0.0151709610078,,,
1990-02-28,7.97,0.0151709610078,,,
1990-03-01,8.03,0.00750003515655,,,
1990-03-02,7.91,-0.0150567461791,,,
1990-03-05,8.08,0.0212640907534,,,
1990-03-06,8.26,0.0220327149999,,,
1990-03-07,8.29,0.00362538161432,,,
1990-03-08,8.61,0.0378743492924,,,
1990-03-09,8.64,0.00347826437633,,,
1990-03-12,8.58,-0.00696866931609,,,
1990-03-13,8.64,0.00696866931609,,,
1990-03-14,8.67,0.00346620797649,,,
1990-03-15,8.61,-0.00694447235281,,,
1990-03-16,9.43,0.0909717782057,,,
1990-03-19,9.93,0.0516643814117,,,
1990-03-20,9.7,-0.0234345925477,,,
1990-03-21,9.76,0.00616651491566,,,
1990-03-22,9.55,-0.0217512459324,,,
1990-03-23,9.9,0.0359936026479,,,
1990-03-26,9.9,0.0,,,
1990-03-27,9.84,-0.00607904607638,,,
1990-03-28,9.67,-0.017427401599,,,
1990-03-29,9.64,-0.00310720084275,,,
1990-03-30,9.43,-0.0220250119771,,,
1990-04-02,9.43,0.0,8.5519047619,,
1990-04-03,9.78,0.0364433874014,8.59761904762,,
1990-04-04,9.67,-0.0113111745815,8.63738095238,,
1990-04-05,9.43,-0.0251322128198,8.66714285714,,
1990-04-06,9.35,-0.00851975334477,8.69642857143,,
1990-04-09,9.64,0.0305447653219,8.74095238095,,
1990-04-10,9.67,0.00310720084275,8.78761904762,,
1990-04-11,9.96,0.0295487621313,8.83428571429,,
